Time
15.1516415
14.9314581
15.2365158
15.0359759
14.8974697
15.2136642
15.1006747
15.1591655
15.1255248
15.7457776
15.5207723
15.0346328
15.2095673
15.0456404
15.1016389
14.9572726
15.2339324
15.2415405
15.1665482
15.2266134
15.1232533
15.1360726
14.9505057
15.0477416
15.2033668
15.0903254
15.3248956
19.6288653
18.0818046
15.4092578
15.2833985
15.2502816
15.1818631
15.2072324
15.0468249
15.025502
15.1793062
15.0705765
15.2209025
15.0724558
15.1267397
15.1550352
15.0152191
14.9227583
15.0587421
15.036147
15.1041277
15.1041575
15.4913099
15.0620423
