Time
39.7250152
37.2212594
37.6187892
37.3286081
37.2469587
37.2237881
37.2997853
37.7111418
37.1294294
37.3517864
37.3910274
36.9891028
37.3929635
37.2958889
37.1379416
37.0451496
37.1370483
37.2048047
37.3445156
37.7382569
37.0660754
37.1631615
37.644061
37.3761813
37.3559752
38.8358094
37.7120588
37.0133742
37.4543954
37.7045451
40.0039522
41.3608735
39.6571147
42.2552909
39.5887684
38.0617122
37.2789233
37.6751287
38.7531372
38.5117576
38.1134387
37.7421555
40.1786146
37.0746991
37.2375761
37.1565148
38.6197783
38.4631891
37.5652991
37.6719922
