Time
9.1994434
9.0981446
9.2829001
9.2852642
9.2691935
9.1637396
9.1590418
9.2797987
9.1710418
9.1385865
9.7798738
9.3001702
9.0941795
9.2246079
9.1805246
9.1820351
9.2594825
9.1618538
9.1718215
9.1374647
9.3868445
9.2751931
9.3727608
9.2000129
9.2936578
9.1158502
9.3291411
9.4609405
9.3096326
9.2121054
9.1297019
10.6257103
11.1880935
10.491756
10.9312805
10.937367
11.0325982
9.1811706
9.1468651
9.2777416
9.2772036
9.1714478
9.2578724
9.2418959
9.127915
9.2860307
9.11372
9.2329365
9.1751192
9.3623552
